   id   |       curvestart       |        curveend        |         month          |    data     | control_area | state |  load_zone   | capacity_zone | utility | strip |   cost_group    |        cost_component        |      sub_cost_component      
 395772 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2019-04-01 00:00:00+00 |  0.23000000 | ISONE        | ALL   | ALL          | ALL           | ALL     | 7X24  | ANCILLARIES     | NEPOOL Exp                   | NEPOOL Exp
 395773 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2019-04-01 00:00:00+00 | -0.32000000 | ISONE        | MA    | NEMASSBOST   | NEMASSBOST    | ALL     | 7X24  | AUCTION REVENUE | Auction Revenue Rights       | NEMASSBOST
 395774 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2019-04-01 00:00:00+00 |  0.31000000 | ISONE        | ALL   | ALL          | ALL           | ALL     | 7X24  | ANCILLARIES     | ISO Sched 3                  | ISO Sched 3
 395775 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2019-04-01 00:00:00+00 |  0.05000000 | ISONE        | MA    | SEMASS       | SEMASS        | ALL     | 7X24  | NCPC            | Second Contingency           | SEMASS
 395776 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2019-04-01 00:00:00+00 |  0.19000000 | ISONE        | ME    | ME           | ME            | ALL     | 7X24  | ANCILLARIES     | Forward Reserves             | MAINE
 395777 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2019-04-01 00:00:00+00 |  1.56000000 | ISONE        | MA    | WCMASS       | WCMASS        | ALL     | 7X24  | CAPACITY SCALER | CAPACITY SCALER              | WCMASS
 395778 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2019-04-01 00:00:00+00 |  0.07000000 | ISONE        | MA    | NEMASSBOST   | NEMASSBOST    | ALL     | 7X24  | NCPC            | Second Contingency           | NEMASSBOST
 395779 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2019-04-01 00:00:00+00 |  0.38000000 | ISONE        | ALL   | ALL          | ALL           | ALL     | 7X24  | NCPC            | RT Economic NCPC             | RT Economic NCPC
 395780 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2019-04-01 00:00:00+00 |  1.56000000 | ISONE        | ME    | MAINE        | MAINE         | ALL     | 7X24  | CAPACITY SCALER | CAPACITY SCALER              | MAINE
 395781 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2019-04-01 00:00:00+00 |  0.63000000 | ISONE        | MA    | NEMASSBOST   | NEMASSBOST    | ALL     | 7X24  | ANCILLARIES     | Forward Reserves             | NEMASSBOST
 395782 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2019-04-01 00:00:00+00 |  1.57000000 | ISONE        | RI    | RHODEISLAND  | RHODEISLAND   | ALL     | 7X24  | CAPACITY SCALER | CAPACITY SCALER              | RHODEISLAND
 395783 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2019-04-01 00:00:00+00 |  0.08000000 | ISONE        | ALL   | ALL          | ALL           | ALL     | 7X24  | ANCILLARIES     | Real-Time Reserves           | Real-Time Reserves
 395784 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2019-04-01 00:00:00+00 | -0.13000000 | ISONE        | MA    | WCMASS       | WCMASS        | ALL     | 7X24  | AUCTION REVENUE | Auction Revenue Rights       | WCMASS
 395785 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2019-04-01 00:00:00+00 |  0.00000000 | ISONE        | MA    | SEMASS       | SEMASS        | ALL     | 7X24  | NCPC            | RT Economic LSCPR            | VERMONT
 395786 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2019-04-01 00:00:00+00 |  0.01000000 | ISONE        | ALL   | ALL          | ALL           | ALL     | 7X24  | ANCILLARIES     | GIS                          | GIS
 395787 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2019-04-01 00:00:00+00 |  0.19000000 | ISONE        | MA    | SEMASS       | SEMASS        | ALL     | 7X24  | ANCILLARIES     | Forward Reserves             | SEMASS
 395788 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2019-04-01 00:00:00+00 |  0.00000000 | ISONE        | CT    | CT           | CT            | ALL     | 7X24  | NCPC            | RT Economic LSCPR            | CONNECTICUT
 395789 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2019-04-01 00:00:00+00 |  0.16000000 | ISONE        | ALL   | ALL          | ALL           | ALL     | 7X24  | ANCILLARIES     | Regulation                   | Regulation
 395790 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2019-04-01 00:00:00+00 |  0.05000000 | ISONE        | NH    | NH           | NH            | ALL     | 7X24  | NCPC            | Second Contingency           | NEWHAMPSHIRE
 395791 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2019-04-01 00:00:00+00 |  0.33000000 | ISONE        | ALL   | ALL          | ALL           | ALL     | 7X24  | ANCILLARIES     | ISO Sched 2                  | ISO Sched 2
 395792 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2019-04-01 00:00:00+00 |  9.16000000 | ISONE        | NH    | NEWHAMPSHIRE | NEWHAMPSHIRE  | ALL     | 7X24  | CAPACITY        | CAPACITY                     | NEWHAMPSHIRE
 395793 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2019-04-01 00:00:00+00 |  0.10000000 | ISONE        | ALL   | ALL          | ALL           | ALL     | 7X24  | NCPC            | DA Economic                  | DA Economic
 395794 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2019-04-01 00:00:00+00 | 10.19000000 | ISONE        | MA    | NEMASSBOST   | NEMASSBOST    | ALL     | 7X24  | CAPACITY        | CAPACITY                     | NEMASSBOST
 395795 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2019-04-01 00:00:00+00 |  9.16000000 | ISONE        | MA    | WCMASS       | WCMASS        | ALL     | 7X24  | CAPACITY        | CAPACITY                     | WCMASS
 395796 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2019-04-01 00:00:00+00 |  0.19000000 | ISONE        | CT    | CT           | CT            | ALL     | 7X24  | ANCILLARIES     | Forward Reserves             | CONNECTICUT
 395797 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2019-04-01 00:00:00+00 |  0.05000000 | ISONE        | RI    | RI           | RI            | ALL     | 7X24  | NCPC            | Second Contingency           | RHODEISLAND
 395798 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2019-04-01 00:00:00+00 |  9.05000000 | ISONE        | CT    | CONNECTICUT  | CONNECTICUT   | ALL     | 7X24  | CAPACITY        | CAPACITY                     | CONNECTICUT
 395799 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2019-04-01 00:00:00+00 |  0.05000000 | ISONE        | VT    | VT           | VT            | ALL     | 7X24  | NCPC            | Second Contingency           | VERMONT
 395800 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2019-04-01 00:00:00+00 |  0.01000000 | ISONE        | ALL   | ALL          | ALL           | ALL     | 7X24  | ANCILLARIES     | Inadvertent Energy           | Inadvertent Energy
 395801 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2019-04-01 00:00:00+00 | -0.20000000 | ISONE        | ALL   | ALL          | ALL           | ALL     | 7X24  | ANCILLARIES     | Marginal Loss Rev Fund       | Marginal Loss Rev Fund
 395802 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2019-04-01 00:00:00+00 | -0.15000000 | ISONE        | ME    | ME           | ME            | ALL     | 7X24  | AUCTION REVENUE | Auction Revenue Rights       | MAINE
 395803 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2019-04-01 00:00:00+00 | -0.28000000 | ISONE        | RI    | RI           | RI            | ALL     | 7X24  | AUCTION REVENUE | Auction Revenue Rights       | RHODEISLAND
 395804 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2019-04-01 00:00:00+00 | -0.13000000 | ISONE        | VT    | VT           | VT            | ALL     | 7X24  | AUCTION REVENUE | Auction Revenue Rights       | VERMONT
 395805 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2019-04-01 00:00:00+00 | -0.14000000 | ISONE        | NH    | NH           | NH            | ALL     | 7X24  | AUCTION REVENUE | Auction Revenue Rights       | NEWHAMPSHIRE
 395806 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2019-04-01 00:00:00+00 |  1.57000000 | ISONE        | MA    | SEMASS       | SEMASS        | ALL     | 7X24  | CAPACITY SCALER | CAPACITY SCALER              | SEMASS
 395807 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2019-04-01 00:00:00+00 |  0.00000000 | ISONE        | MA    | NEMASSBOST   | NEMASSBOST    | ALL     | 7X24  | NCPC            | RT Economic LSCPR            | SEMASS
 395808 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2019-04-01 00:00:00+00 | 11.04000000 | ISONE        | RI    | RHODEISLAND  | RHODEISLAND   | ALL     | 7X24  | CAPACITY        | CAPACITY                     | RHODEISLAND
 395809 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 |  0.05000000 | ISONE        | MA    | WCMASS       | WCMASS        | ALL     | 7X24  | NCPC            | Second Contingency           | WCMASS
 395810 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 |  0.20000000 | ISONE        | NH    | NH           | NH            | ALL     | 7X24  | ANCILLARIES     | Forward Reserves             | NEWHAMPSHIRE
 395811 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 |  0.12000000 | ISONE        | ALL   | ALL          | ALL           | ALL     | 7X24  | ANCILLARIES     | Regulation                   | Regulation
 395812 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 |  7.67000000 | ISONE        | MA    | NEMASSBOST   | NEMASSBOST    | ALL     | 7X24  | CAPACITY        | CAPACITY                     | NEMASSBOST
 395813 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 |  0.02000000 | ISONE        | ALL   | ALL          | ALL           | ALL     | 7X24  | ANCILLARIES     | Inadvertent Energy           | Inadvertent Energy
 395814 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 |  0.00000000 | ISONE        | CT    | CT           | CT            | ALL     | 7X24  | NCPC            | RT Economic LSCPR            | CONNECTICUT
 395815 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 |  0.06000000 | ISONE        | MA    | NEMASSBOST   | NEMASSBOST    | ALL     | 7X24  | NCPC            | Second Contingency           | NEMASSBOST
 395816 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 |  7.13000000 | ISONE        | CT    | CONNECTICUT  | CONNECTICUT   | ALL     | 7X24  | CAPACITY        | CAPACITY                     | CONNECTICUT
 395817 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 |  0.34000000 | ISONE        | ALL   | ALL          | ALL           | ALL     | 7X24  | ANCILLARIES     | ISO Sched 3                  | ISO Sched 3
 395818 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 |  0.05000000 | ISONE        | VT    | VT           | VT            | ALL     | 7X24  | NCPC            | Second Contingency           | VERMONT
 395819 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 |  0.20000000 | ISONE        | MA    | WCMASS       | WCMASS        | ALL     | 7X24  | ANCILLARIES     | Forward Reserves             | WCMASS
 395820 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 |  0.06000000 | ISONE        | ME    | ME           | ME            | ALL     | 7X24  | NCPC            | Second Contingency           | MAINE
 395821 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 |  0.00000000 | ISONE        | VT    | VT           | VT            | ALL     | 7X24  | NCPC            | RT Economic LSCPR            | NEWHAMPSHIRE
 395822 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 |  0.31000000 | ISONE        | ALL   | ALL          | ALL           | ALL     | 7X24  | NCPC            | RT Economic NCPC             | RT Economic NCPC
 395823 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 |  1.43000000 | ISONE        | MA    | SEMASS       | SEMASS        | ALL     | 7X24  | CAPACITY SCALER | CAPACITY SCALER              | SEMASS
 395824 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 | -0.13000000 | ISONE        | VT    | VT           | VT            | ALL     | 7X24  | AUCTION REVENUE | Auction Revenue Rights       | VERMONT
 395825 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 |  0.07000000 | ISONE        | MA    | SEMASS       | SEMASS        | ALL     | 7X24  | NCPC            | Second Contingency           | SEMASS
 395826 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 |  1.43000000 | ISONE        | RI    | RHODEISLAND  | RHODEISLAND   | ALL     | 7X24  | CAPACITY SCALER | CAPACITY SCALER              | RHODEISLAND
 395827 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 |  0.01000000 | ISONE        | ALL   | ALL          | ALL           | ALL     | 7X24  | ANCILLARIES     | GIS                          | GIS
 395828 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 |  7.13000000 | ISONE        | NH    | NEWHAMPSHIRE | NEWHAMPSHIRE  | ALL     | 7X24  | CAPACITY        | CAPACITY                     | NEWHAMPSHIRE
 395829 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 |  0.20000000 | ISONE        | CT    | CT           | CT            | ALL     | 7X24  | ANCILLARIES     | Forward Reserves             | CONNECTICUT
 395830 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 |  0.20000000 | ISONE        | VT    | VT           | VT            | ALL     | 7X24  | ANCILLARIES     | Forward Reserves             | VERMONT
 395831 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 |  0.06000000 | ISONE        | NH    | NH           | NH            | ALL     | 7X24  | NCPC            | Second Contingency           | NEWHAMPSHIRE
 395832 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 |  7.67000000 | ISONE        | RI    | RHODEISLAND  | RHODEISLAND   | ALL     | 7X24  | CAPACITY        | CAPACITY                     | RHODEISLAND
 395833 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 | -0.13000000 | ISONE        | ME    | ME           | ME            | ALL     | 7X24  | AUCTION REVENUE | Auction Revenue Rights       | MAINE
 395834 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 |  0.07000000 | ISONE        | RI    | RI           | RI            | ALL     | 7X24  | NCPC            | Second Contingency           | RHODEISLAND
 395835 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 |  0.00000000 | ISONE        | ALL   | ALL          | ALL           | ALL     | 7X24  | ANCILLARIES     | Demand Response Program Cost | Demand Response Program Cost
 395836 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 |  0.00000000 | ISONE        | MA    | WCMASS       | WCMASS        | ALL     | 7X24  | NCPC            | RT Economic LSCPR            | WCMASS
 395837 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 |  0.23000000 | ISONE        | ALL   | ALL          | ALL           | ALL     | 7X24  | ANCILLARIES     | NEPOOL Exp                   | NEPOOL Exp
 395838 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 |  7.13000000 | ISONE        | ME    | MAINE        | MAINE         | ALL     | 7X24  | CAPACITY        | CAPACITY                     | MAINE
 395839 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 | -0.28000000 | ISONE        | MA    | SEMASS       | SEMASS        | ALL     | 7X24  | AUCTION REVENUE | Auction Revenue Rights       | SEMASS
 395840 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 |  0.00000000 | ISONE        | RI    | RI           | RI            | ALL     | 7X24  | NCPC            | RT Economic LSCPR            | RHODEISLAND
 395841 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 |  0.05000000 | ISONE        | CT    | CT           | CT            | ALL     | 7X24  | NCPC            | Second Contingency           | CONNECTICUT
 395842 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 |  0.00000000 | ISONE        | MA    | NEMASSBOST   | NEMASSBOST    | ALL     | 7X24  | NCPC            | RT Economic LSCPR            | SEMASS
 395843 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 | -0.14000000 | ISONE        | NH    | NH           | NH            | ALL     | 7X24  | AUCTION REVENUE | Auction Revenue Rights       | NEWHAMPSHIRE
 395844 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 |  0.00000000 | ISONE        | MA    | SEMASS       | SEMASS        | ALL     | 7X24  | NCPC            | RT Economic LSCPR            | VERMONT
 395845 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 |  1.43000000 | ISONE        | MA    | NEMASSBOST   | NEMASSBOST    | ALL     | 7X24  | CAPACITY SCALER | CAPACITY SCALER              | NEMASSBOST
 395846 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 |  0.20000000 | ISONE        | RI    | RI           | RI            | ALL     | 7X24  | ANCILLARIES     | Forward Reserves             | RHODEISLAND
 395847 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 |  0.00000000 | ISONE        | NH    | NH           | NH            | ALL     | 7X24  | NCPC            | RT Economic LSCPR            | NEMASSBOST
 395848 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 |  7.67000000 | ISONE        | MA    | SEMASS       | SEMASS        | ALL     | 7X24  | CAPACITY        | CAPACITY                     | SEMASS
 395849 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 | -0.21000000 | ISONE        | MA    | NEMASSBOST   | NEMASSBOST    | ALL     | 7X24  | AUCTION REVENUE | Auction Revenue Rights       | NEMASSBOST
 395850 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 |  1.43000000 | ISONE        | NH    | NEWHAMPSHIRE | NEWHAMPSHIRE  | ALL     | 7X24  | CAPACITY SCALER | CAPACITY SCALER              | NEWHAMPSHIRE
 395851 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 | -0.18000000 | ISONE        | ALL   | ALL          | ALL           | ALL     | 7X24  | ANCILLARIES     | Marginal Loss Rev Fund       | Marginal Loss Rev Fund
 395852 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 |  0.20000000 | ISONE        | MA    | SEMASS       | SEMASS        | ALL     | 7X24  | ANCILLARIES     | Forward Reserves             | SEMASS
 395853 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 |  1.43000000 | ISONE        | MA    | WCMASS       | WCMASS        | ALL     | 7X24  | CAPACITY SCALER | CAPACITY SCALER              | WCMASS
 395854 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 |  1.43000000 | ISONE        | ME    | MAINE        | MAINE         | ALL     | 7X24  | CAPACITY SCALER | CAPACITY SCALER              | MAINE
 395855 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 |  0.20000000 | ISONE        | MA    | NEMASSBOST   | NEMASSBOST    | ALL     | 7X24  | ANCILLARIES     | Forward Reserves             | NEMASSBOST
 395856 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 |  0.36000000 | ISONE        | ALL   | ALL          | ALL           | ALL     | 7X24  | ANCILLARIES     | ISO Sched 2                  | ISO Sched 2
 395857 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 |  0.06000000 | ISONE        | ALL   | ALL          | ALL           | ALL     | 7X24  | NCPC            | DA Economic                  | DA Economic
 395858 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 | -0.14000000 | ISONE        | CT    | CT           | CT            | ALL     | 7X24  | AUCTION REVENUE | Auction Revenue Rights       | CONNECTICUT
 395859 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 |  1.43000000 | ISONE        | CT    | CONNECTICUT  | CONNECTICUT   | ALL     | 7X24  | CAPACITY SCALER | CAPACITY SCALER              | CONNECTICUT
 395860 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 |  0.20000000 | ISONE        | ME    | ME           | ME            | ALL     | 7X24  | ANCILLARIES     | Forward Reserves             | MAINE
 395861 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 |  0.00000000 | ISONE        | ME    | ME           | ME            | ALL     | 7X24  | NCPC            | RT Economic LSCPR            | MAINE
 395862 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 |  7.13000000 | ISONE        | MA    | WCMASS       | WCMASS        | ALL     | 7X24  | CAPACITY        | CAPACITY                     | WCMASS
 395863 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 | -0.13000000 | ISONE        | MA    | WCMASS       | WCMASS        | ALL     | 7X24  | AUCTION REVENUE | Auction Revenue Rights       | WCMASS
 395864 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 |  0.04000000 | ISONE        | ALL   | ALL          | ALL           | ALL     | 7X24  | ANCILLARIES     | Real-Time Reserves           | Real-Time Reserves
 395865 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2020-04-01 00:00:00+00 | -0.20000000 | ISONE        | RI    | RI           | RI            | ALL     | 7X24  | AUCTION REVENUE | Auction Revenue Rights       | RHODEISLAND
 395866 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2021-04-01 00:00:00+00 | -0.09000000 | ISONE        | VT    | VT           | VT            | ALL     | 7X24  | AUCTION REVENUE | Auction Revenue Rights       | VERMONT
 395867 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2021-04-01 00:00:00+00 |  1.57000000 | ISONE        | CT    | CONNECTICUT  | CONNECTICUT   | ALL     | 7X24  | CAPACITY SCALER | CAPACITY SCALER              | CONNECTICUT
 395868 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2021-04-01 00:00:00+00 |  5.69000000 | ISONE        | MA    | WCMASS       | WCMASS        | ALL     | 7X24  | CAPACITY        | CAPACITY                     | WCMASS
 395869 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2021-04-01 00:00:00+00 |  5.39000000 | ISONE        | NH    | NEWHAMPSHIRE | NEWHAMPSHIRE  | ALL     | 7X24  | CAPACITY        | CAPACITY                     | NEWHAMPSHIRE
 395870 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2021-04-01 00:00:00+00 |  0.01000000 | ISONE        | ALL   | ALL          | ALL           | ALL     | 7X24  | ANCILLARIES     | GIS                          | GIS
 395871 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2021-04-01 00:00:00+00 |  0.14000000 | ISONE        | ALL   | ALL          | ALL           | ALL     | 7X24  | ANCILLARIES     | Regulation                   | Regulation
 395872 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2021-04-01 00:00:00+00 |  0.00000000 | ISONE        | RI    | RI           | RI            | ALL     | 7X24  | NCPC            | RT Economic LSCPR            | RHODEISLAND
 395873 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2021-04-01 00:00:00+00 |  0.39000000 | ISONE        | ALL   | ALL          | ALL           | ALL     | 7X24  | ANCILLARIES     | ISO Sched 2                  | ISO Sched 2
 395874 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2021-04-01 00:00:00+00 |  6.54000000 | ISONE        | MA    | SEMASS       | SEMASS        | ALL     | 7X24  | CAPACITY        | CAPACITY                     | SEMASS
 395875 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2021-04-01 00:00:00+00 |  0.06000000 | ISONE        | RI    | RI           | RI            | ALL     | 7X24  | NCPC            | Second Contingency           | RHODEISLAND
 395876 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2021-04-01 00:00:00+00 |  0.15000000 | ISONE        | RI    | RI           | RI            | ALL     | 7X24  | ANCILLARIES     | Forward Reserves             | RHODEISLAND
 395877 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2021-04-01 00:00:00+00 |  0.06000000 | ISONE        | CT    | CT           | CT            | ALL     | 7X24  | NCPC            | Second Contingency           | CONNECTICUT
 395878 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2021-04-01 00:00:00+00 |  1.44000000 | ISONE        | NH    | NEWHAMPSHIRE | NEWHAMPSHIRE  | ALL     | 7X24  | CAPACITY SCALER | CAPACITY SCALER              | NEWHAMPSHIRE
 395879 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2021-04-01 00:00:00+00 |  0.15000000 | ISONE        | CT    | CT           | CT            | ALL     | 7X24  | ANCILLARIES     | Forward Reserves             | CONNECTICUT
 395880 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2021-04-01 00:00:00+00 |  0.00000000 | ISONE        | ME    | ME           | ME            | ALL     | 7X24  | NCPC            | RT Economic LSCPR            | MAINE
 395881 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2021-04-01 00:00:00+00 |  0.00000000 | ISONE        | NH    | NH           | NH            | ALL     | 7X24  | NCPC            | RT Economic LSCPR            | NEMASSBOST
 395882 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2021-04-01 00:00:00+00 | -0.14000000 | ISONE        | MA    | NEMASSBOST   | NEMASSBOST    | ALL     | 7X24  | AUCTION REVENUE | Auction Revenue Rights       | NEMASSBOST
