id,strip,curvestart,month,nj_total_cost_per_mwh_amount,nj_solar_percent,nj_solar_amount,nj_class_i_percent,nj_class_i_amount,nj_class_ii_percent,nj_class_ii_amount,oh_total_cost_per_mwh_amount,oh_solar_percent,oh_solar_in_state_amount,oh_solar_adj_amount,oh_recs_percent,oh_in_state_amount,oh_adj_amount,pa_total_cost_per_mwh_amount,pa_solar_percent,pa_solar_amount,pa_tier_i_percent,pa_tier_i_amount,pa_tier_ii_percent,pa_tier_ii_amount,md_total_cost_per_mwh_amount,md_solar_percent,md_solar_amount,md_tier_i_percent,md_tier_i_amount,md_tier_ii_percent,md_tier_ii_amount,dc_total_cost_per_mwh_amount,dc_solar_percent,dc_solar_amount,dc_tier_i_percent,dc_tier_i_amount,dc_tier_ii_percent,dc_tier_ii_amount,de_total_cost_per_mwh_amount,de_solar_percent,de_solar_amount,de_recs_percent,de_rec_amount,il_total_cost_per_mwh_amount,il_per_o_load_covered_by_supplier_vs_utility_percent,il_total_standard_percent,il_solar_percent,il_solar_amount,il_wind_percent,il_wind_amount,il_acp_percent,il_acp_amount
612,7x24,2023-03-17 12:09:01+00:00,2024-12-01 00:00:00+00:00,18.9905,0.049,217.0,0.27,28.5,0.025,26.5,0.45,0.0,24.5,24.5,0.075,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,11.5399,0.065,61.0,0.337,26.7,0.025,12.5,20.86875,0.0315,430.0,0.45,17.5,0.0,0.45,7.765,0.0325,58.0,0.24,24.5,0.0,0.0,0.235,0.0141,140.0,0.141,3.0,0.5,1.8917
613,7x24,2023-03-17 12:09:01+00:00,2025-01-01 00:00:00+00:00,18.9905,0.049,217.0,0.27,28.5,0.025,26.5,0.48,0.0,25.0,25.0,0.08,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,11.28,0.07,61.0,0.355,23.5,0.025,12.5,24.195,0.0345,430.0,0.52,18.0,0.0,0.45,7.765,0.0325,58.0,0.24,24.5,0.0,0.0,0.235,0.0141,140.0,0.141,3.0,0.5,1.8917
614,7x24,2023-03-17 12:09:01+00:00,2025-02-01 00:00:00+00:00,18.9905,0.049,217.0,0.27,28.5,0.025,26.5,0.48,0.0,25.0,25.0,0.08,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,11.28,0.07,61.0,0.355,23.5,0.025,12.5,23.574,0.0345,430.0,0.52,18.0,0.0,0.45,7.765,0.0325,58.0,0.24,24.5,0.0,0.0,0.235,0.0141,140.0,0.141,3.0,0.5,1.8917
615,7x24,2023-03-17 12:09:01+00:00,2025-03-01 00:00:00+00:00,18.9905,0.049,217.0,0.27,28.5,0.025,26.5,0.48,0.0,25.0,25.0,0.08,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,11.28,0.07,61.0,0.355,23.5,0.025,12.5,23.574,0.0345,430.0,0.52,18.0,0.0,0.45,7.765,0.0325,58.0,0.24,24.5,0.0,0.0,0.235,0.0141,140.0,0.141,3.0,0.5,1.8917
616,7x24,2023-03-17 12:09:01+00:00,2025-04-01 00:00:00+00:00,18.9905,0.049,217.0,0.27,28.5,0.025,26.5,0.48,0.0,25.0,25.0,0.08,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,11.28,0.07,61.0,0.355,23.5,0.025,12.5,23.574,0.0345,430.0,0.52,18.0,0.0,0.45,7.765,0.0325,58.0,0.24,24.5,0.0,0.0,0.235,0.0141,140.0,0.141,3.0,0.5,1.8917
617,7x24,2023-03-17 12:09:01+00:00,2025-05-01 00:00:00+00:00,18.9905,0.049,217.0,0.27,28.5,0.025,26.5,0.48,0.0,25.0,25.0,0.08,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,11.28,0.07,61.0,0.355,23.5,0.025,12.5,23.574,0.0345,430.0,0.52,18.0,0.0,0.45,7.765,0.0325,58.0,0.24,24.5,0.0,0.0,0.235,0.0141,140.0,0.141,3.0,0.5,1.8917
618,7x24,2023-03-17 12:09:01+00:00,2025-06-01 00:00:00+00:00,20.449,0.048,205.5,0.35,28.35,0.025,26.5,0.48,0.0,25.0,25.0,0.08,6.0,6.0,4.70625,0.005,40.0,0.08,26.75,0.1,25.0,11.28,0.07,61.0,0.355,23.5,0.025,12.5,23.574,0.0345,430.0,0.52,18.0,0.0,0.45,8.28,0.035,58.0,0.25,25.0,0.0,0.0,0.25,0.015,140.0,0.15,3.0,0.5,1.8917
619,7x24,2023-03-17 12:09:01+00:00,2025-07-01 00:00:00+00:00,20.449,0.048,205.5,0.35,28.35,0.025,26.5,0.48,0.0,25.0,25.0,0.08,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,11.28,0.07,61.0,0.355,23.5,0.025,12.5,23.574,0.0345,430.0,0.52,18.0,0.0,0.45,8.28,0.035,58.0,0.25,25.0,0.0,0.0,0.25,0.015,140.0,0.15,3.0,0.5,1.8917
620,7x24,2023-03-17 12:09:01+00:00,2025-08-01 00:00:00+00:00,20.449,0.048,205.5,0.35,28.35,0.025,26.5,0.48,0.0,25.0,25.0,0.08,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,11.28,0.07,61.0,0.355,23.5,0.025,12.5,23.574,0.0345,430.0,0.52,18.0,0.0,0.45,8.28,0.035,58.0,0.25,25.0,0.0,0.0,0.25,0.015,140.0,0.15,3.0,0.5,1.8917
621,7x24,2023-03-17 12:09:01+00:00,2025-09-01 00:00:00+00:00,20.449,0.048,205.5,0.35,28.35,0.025,26.5,0.48,0.0,25.0,25.0,0.08,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,11.28,0.07,61.0,0.355,23.5,0.025,12.5,23.574,0.0345,430.0,0.52,18.0,0.0,0.45,8.28,0.035,58.0,0.25,25.0,0.0,0.0,0.25,0.015,140.0,0.15,3.0,0.5,1.8917
622,7x24,2023-03-17 12:09:01+00:00,2025-10-01 00:00:00+00:00,20.449,0.048,205.5,0.35,28.35,0.025,26.5,0.48,0.0,25.0,25.0,0.08,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,11.28,0.07,61.0,0.355,23.5,0.025,12.5,23.574,0.0345,430.0,0.52,18.0,0.0,0.45,8.28,0.035,58.0,0.25,25.0,0.0,0.0,0.25,0.015,140.0,0.15,3.0,0.5,1.8917
623,7x24,2023-03-17 12:09:01+00:00,2025-11-01 00:00:00+00:00,20.449,0.048,205.5,0.35,28.35,0.025,26.5,0.48,0.0,25.0,25.0,0.08,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,11.28,0.07,61.0,0.355,23.5,0.025,12.5,23.574,0.0345,430.0,0.52,18.0,0.0,0.45,8.28,0.035,58.0,0.25,25.0,0.0,0.0,0.25,0.015,140.0,0.15,3.0,0.5,1.8917
624,7x24,2023-03-17 12:09:01+00:00,2025-12-01 00:00:00+00:00,20.449,0.048,205.5,0.35,28.35,0.025,26.5,0.48,0.0,25.0,25.0,0.08,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,11.28,0.07,61.0,0.355,23.5,0.025,12.5,23.574,0.0345,430.0,0.52,18.0,0.0,0.45,8.28,0.035,58.0,0.25,25.0,0.0,0.0,0.25,0.015,140.0,0.15,3.0,0.5,1.8917
625,7x24,2023-03-17 12:09:01+00:00,2026-01-01 00:00:00+00:00,20.449,0.048,205.5,0.35,28.35,0.025,26.5,0.51,0.0,25.0,25.0,0.085,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,12.2425,0.08,61.0,0.38,23.5,0.025,12.5,26.5575,0.0375,425.0,0.59,18.0,0.0,0.45,8.28,0.035,58.0,0.25,25.0,0.0,0.0,0.25,0.015,140.0,0.15,3.0,0.5,1.8917
626,7x24,2023-03-17 12:09:01+00:00,2026-02-01 00:00:00+00:00,20.449,0.048,205.5,0.35,28.35,0.025,26.5,0.51,0.0,25.0,25.0,0.085,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,12.2425,0.08,61.0,0.38,23.5,0.025,12.5,25.8825,0.0375,425.0,0.59,18.0,0.0,0.45,8.28,0.035,58.0,0.25,25.0,0.0,0.0,0.25,0.015,140.0,0.15,3.0,0.5,1.8917
627,7x24,2023-03-17 12:09:01+00:00,2026-03-01 00:00:00+00:00,20.449,0.048,205.5,0.35,28.35,0.025,26.5,0.51,0.0,25.0,25.0,0.085,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,12.2425,0.08,61.0,0.38,23.5,0.025,12.5,25.8825,0.0375,425.0,0.59,18.0,0.0,0.45,8.28,0.035,58.0,0.25,25.0,0.0,0.0,0.25,0.015,140.0,0.15,3.0,0.5,1.8917
628,7x24,2023-03-17 12:09:01+00:00,2026-04-01 00:00:00+00:00,20.449,0.048,205.5,0.35,28.35,0.025,26.5,0.51,0.0,25.0,25.0,0.085,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,12.2425,0.08,61.0,0.38,23.5,0.025,12.5,25.8825,0.0375,425.0,0.59,18.0,0.0,0.45,8.28,0.035,58.0,0.25,25.0,0.0,0.0,0.25,0.015,140.0,0.15,3.0,0.5,1.8917
629,7x24,2023-03-17 12:09:01+00:00,2026-05-01 00:00:00+00:00,20.449,0.048,205.5,0.35,28.35,0.025,26.5,0.51,0.0,25.0,25.0,0.085,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,12.2425,0.08,61.0,0.38,23.5,0.025,12.5,25.8825,0.0375,425.0,0.59,18.0,0.0,0.45,8.28,0.035,58.0,0.25,25.0,0.0,0.0,0.25,0.015,140.0,0.15,3.0,0.5,1.8917
630,7x24,2023-03-17 12:09:01+00:00,2026-06-01 00:00:00+00:00,19.3725,0.045,192.0,0.38,26.5,0.025,26.5,0.51,0.0,25.0,25.0,0.085,6.0,6.0,4.65625,0.005,30.0,0.08,26.75,0.1,25.0,12.2425,0.08,61.0,0.38,23.5,0.025,12.5,25.8825,0.0375,425.0,0.59,18.0,0.0,0.45,8.55,0.0375,58.0,0.255,25.0,0.0,0.0,0.25,0.015,140.0,0.15,3.0,0.5,1.8917
631,7x24,2023-03-17 12:09:01+00:00,2026-07-01 00:00:00+00:00,19.3725,0.045,192.0,0.38,26.5,0.025,26.5,0.51,0.0,25.0,25.0,0.085,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,12.2425,0.08,61.0,0.38,23.5,0.025,12.5,25.8825,0.0375,425.0,0.59,18.0,0.0,0.45,8.55,0.0375,58.0,0.255,25.0,0.0,0.0,0.25,0.015,140.0,0.15,3.0,0.5,1.8917
632,7x24,2023-03-17 12:09:01+00:00,2026-08-01 00:00:00+00:00,19.3725,0.045,192.0,0.38,26.5,0.025,26.5,0.51,0.0,25.0,25.0,0.085,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,12.2425,0.08,61.0,0.38,23.5,0.025,12.5,25.8825,0.0375,425.0,0.59,18.0,0.0,0.45,8.55,0.0375,58.0,0.255,25.0,0.0,0.0,0.25,0.015,140.0,0.15,3.0,0.5,1.8917
633,7x24,2023-03-17 12:09:01+00:00,2026-09-01 00:00:00+00:00,19.3725,0.045,192.0,0.38,26.5,0.025,26.5,0.51,0.0,25.0,25.0,0.085,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,12.2425,0.08,61.0,0.38,23.5,0.025,12.5,25.8825,0.0375,425.0,0.59,18.0,0.0,0.45,8.55,0.0375,58.0,0.255,25.0,0.0,0.0,0.25,0.015,140.0,0.15,3.0,0.5,1.8917
634,7x24,2023-03-17 12:09:01+00:00,2026-10-01 00:00:00+00:00,19.3725,0.045,192.0,0.38,26.5,0.025,26.5,0.51,0.0,25.0,25.0,0.085,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,12.2425,0.08,61.0,0.38,23.5,0.025,12.5,25.8825,0.0375,425.0,0.59,18.0,0.0,0.45,8.55,0.0375,58.0,0.255,25.0,0.0,0.0,0.25,0.015,140.0,0.15,3.0,0.5,1.8917
635,7x24,2023-03-17 12:09:01+00:00,2026-11-01 00:00:00+00:00,19.3725,0.045,192.0,0.38,26.5,0.025,26.5,0.51,0.0,25.0,25.0,0.085,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,12.2425,0.08,61.0,0.38,23.5,0.025,12.5,25.8825,0.0375,425.0,0.59,18.0,0.0,0.45,8.55,0.0375,58.0,0.255,25.0,0.0,0.0,0.25,0.015,140.0,0.15,3.0,0.5,1.8917
636,7x24,2023-03-17 12:09:01+00:00,2026-12-01 00:00:00+00:00,19.3725,0.045,192.0,0.38,26.5,0.025,26.5,0.51,0.0,25.0,25.0,0.085,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,12.2425,0.08,61.0,0.38,23.5,0.025,12.5,25.8825,0.0375,425.0,0.59,18.0,0.0,0.45,8.55,0.0375,58.0,0.255,25.0,0.0,0.0,0.25,0.015,140.0,0.15,3.0,0.5,1.8917
637,7x24,2023-03-17 12:09:01+00:00,2027-01-01 00:00:00+00:00,19.3725,0.045,192.0,0.38,26.5,0.025,26.5,0.51,0.0,25.0,25.0,0.085,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,13.6275,0.095,61.0,0.415,23.5,0.025,12.5,28.075,0.041,395.0,0.66,18.0,0.0,0.45,8.55,0.0375,58.0,0.255,25.0,0.0,0.0,0.25,0.015,140.0,0.15,3.0,0.5,1.8917
638,7x24,2023-03-17 12:09:01+00:00,2027-02-01 00:00:00+00:00,19.3725,0.045,192.0,0.38,26.5,0.025,26.5,0.51,0.0,25.0,25.0,0.085,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,13.6275,0.095,61.0,0.415,23.5,0.025,12.5,27.337,0.041,395.0,0.66,18.0,0.0,0.45,8.55,0.0375,58.0,0.255,25.0,0.0,0.0,0.25,0.015,140.0,0.15,3.0,0.5,1.8917
639,7x24,2023-03-17 12:09:01+00:00,2027-03-01 00:00:00+00:00,19.3725,0.045,192.0,0.38,26.5,0.025,26.5,0.51,0.0,25.0,25.0,0.085,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,13.6275,0.095,61.0,0.415,23.5,0.025,12.5,27.337,0.041,395.0,0.66,18.0,0.0,0.45,8.55,0.0375,58.0,0.255,25.0,0.0,0.0,0.25,0.015,140.0,0.15,3.0,0.5,1.8917
640,7x24,2023-03-17 12:09:01+00:00,2027-04-01 00:00:00+00:00,19.3725,0.045,192.0,0.38,26.5,0.025,26.5,0.51,0.0,25.0,25.0,0.085,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,13.6275,0.095,61.0,0.415,23.5,0.025,12.5,27.337,0.041,395.0,0.66,18.0,0.0,0.45,8.55,0.0375,58.0,0.255,25.0,0.0,0.0,0.25,0.015,140.0,0.15,3.0,0.5,1.8917
641,7x24,2023-03-17 12:09:01+00:00,2027-05-01 00:00:00+00:00,19.3725,0.045,192.0,0.38,26.5,0.025,26.5,0.51,0.0,25.0,25.0,0.085,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,13.6275,0.095,61.0,0.415,23.5,0.025,12.5,27.337,0.041,395.0,0.66,18.0,0.0,0.45,8.55,0.0375,58.0,0.255,25.0,0.0,0.0,0.25,0.015,140.0,0.15,3.0,0.5,1.8917
642,7x24,2023-03-17 12:09:01+00:00,2027-06-01 00:00:00+00:00,19.202,0.0435,177.0,0.41,26.5,0.025,25.5,0.51,0.0,25.0,25.0,0.085,6.0,6.0,4.65625,0.005,30.0,0.08,26.75,0.1,25.0,13.6275,0.095,61.0,0.415,23.5,0.025,12.5,27.337,0.041,395.0,0.66,18.0,0.0,0.45,8.82,0.04,58.0,0.26,25.0,0.0,0.0,0.25,0.015,140.0,0.15,3.0,0.5,1.8917
643,7x24,2023-03-17 12:09:01+00:00,2027-07-01 00:00:00+00:00,19.202,0.0435,177.0,0.41,26.5,0.025,25.5,0.51,0.0,25.0,25.0,0.085,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,13.6275,0.095,61.0,0.415,23.5,0.025,12.5,27.337,0.041,395.0,0.66,18.0,0.0,0.45,8.82,0.04,58.0,0.26,25.0,0.0,0.0,0.25,0.015,140.0,0.15,3.0,0.5,1.8917
644,7x24,2023-03-17 12:09:01+00:00,2027-08-01 00:00:00+00:00,19.202,0.0435,177.0,0.41,26.5,0.025,25.5,0.51,0.0,25.0,25.0,0.085,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,13.6275,0.095,61.0,0.415,23.5,0.025,12.5,27.337,0.041,395.0,0.66,18.0,0.0,0.45,8.82,0.04,58.0,0.26,25.0,0.0,0.0,0.25,0.015,140.0,0.15,3.0,0.5,1.8917
645,7x24,2023-03-17 12:09:01+00:00,2027-09-01 00:00:00+00:00,19.202,0.0435,177.0,0.41,26.5,0.025,25.5,0.51,0.0,25.0,25.0,0.085,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,13.6275,0.095,61.0,0.415,23.5,0.025,12.5,27.337,0.041,395.0,0.66,18.0,0.0,0.45,8.82,0.04,58.0,0.26,25.0,0.0,0.0,0.25,0.015,140.0,0.15,3.0,0.5,1.8917
646,7x24,2023-03-17 12:09:01+00:00,2027-10-01 00:00:00+00:00,19.202,0.0435,177.0,0.41,26.5,0.025,25.5,0.51,0.0,25.0,25.0,0.085,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,13.6275,0.095,61.0,0.415,23.5,0.025,12.5,27.337,0.041,395.0,0.66,18.0,0.0,0.45,8.82,0.04,58.0,0.26,25.0,0.0,0.0,0.25,0.015,140.0,0.15,3.0,0.5,1.8917
647,7x24,2023-03-17 12:09:01+00:00,2027-11-01 00:00:00+00:00,19.202,0.0435,177.0,0.41,26.5,0.025,25.5,0.51,0.0,25.0,25.0,0.085,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,13.6275,0.095,61.0,0.415,23.5,0.025,12.5,27.337,0.041,395.0,0.66,18.0,0.0,0.45,8.82,0.04,58.0,0.26,25.0,0.0,0.0,0.25,0.015,140.0,0.15,3.0,0.5,1.8917
648,7x24,2023-03-17 12:09:01+00:00,2027-12-01 00:00:00+00:00,19.202,0.0435,177.0,0.41,26.5,0.025,25.5,0.51,0.0,25.0,25.0,0.085,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,13.6275,0.095,61.0,0.415,23.5,0.025,12.5,27.337,0.041,395.0,0.66,18.0,0.0,0.45,8.82,0.04,58.0,0.26,25.0,0.0,0.0,0.25,0.015,140.0,0.15,3.0,0.5,1.8917
649,7x24,2023-03-17 12:09:01+00:00,2028-01-01 00:00:00+00:00,19.202,0.0435,177.0,0.41,26.5,0.025,25.5,0.51,0.0,25.0,25.0,0.085,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,14.5425,0.11,61.0,0.43,23.5,0.025,12.5,19.035,0.045,395.0,0.07,18.0,0.0,0.45,8.82,0.04,58.0,0.26,25.0,0.0,0.0,0.25,0.015,140.0,0.15,3.0,0.5,1.8917
650,7x24,2023-03-17 12:09:01+00:00,2028-02-01 00:00:00+00:00,19.202,0.0435,177.0,0.41,26.5,0.025,25.5,0.51,0.0,25.0,25.0,0.085,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,14.5425,0.11,61.0,0.43,23.5,0.025,12.5,18.225,0.045,395.0,0.07,18.0,0.0,0.45,8.82,0.04,58.0,0.26,25.0,0.0,0.0,0.25,0.015,140.0,0.15,3.0,0.5,1.8917
651,7x24,2023-03-17 12:09:01+00:00,2028-03-01 00:00:00+00:00,19.202,0.0435,177.0,0.41,26.5,0.025,25.5,0.51,0.0,25.0,25.0,0.085,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,14.5425,0.11,61.0,0.43,23.5,0.025,12.5,18.225,0.045,395.0,0.07,18.0,0.0,0.45,8.82,0.04,58.0,0.26,25.0,0.0,0.0,0.25,0.015,140.0,0.15,3.0,0.5,1.8917
652,7x24,2023-03-17 12:09:01+00:00,2028-04-01 00:00:00+00:00,19.202,0.0435,177.0,0.41,26.5,0.025,25.5,0.51,0.0,25.0,25.0,0.085,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,14.5425,0.11,61.0,0.43,23.5,0.025,12.5,18.225,0.045,395.0,0.07,18.0,0.0,0.45,8.82,0.04,58.0,0.26,25.0,0.0,0.0,0.25,0.015,140.0,0.15,3.0,0.5,1.8917
653,7x24,2023-03-17 12:09:01+00:00,2028-05-01 00:00:00+00:00,19.202,0.0435,177.0,0.41,26.5,0.025,25.5,0.51,0.0,25.0,25.0,0.085,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,14.5425,0.11,61.0,0.43,23.5,0.025,12.5,18.225,0.045,395.0,0.07,18.0,0.0,0.45,8.82,0.04,58.0,0.26,25.0,0.0,0.0,0.25,0.015,140.0,0.15,3.0,0.5,1.8917
654,7x24,2023-03-17 12:09:01+00:00,2028-06-01 00:00:00+00:00,18.1068,0.0374,157.0,0.44,26.5,0.025,23.0,0.51,0.0,25.0,25.0,0.085,6.0,6.0,4.65625,0.005,30.0,0.08,26.75,0.1,25.0,14.5425,0.11,61.0,0.43,23.5,0.025,12.5,18.225,0.045,395.0,0.07,18.0,0.0,0.45,8.84,0.0425,58.0,0.255,25.0,0.0,0.0,0.25,0.015,140.0,0.15,3.0,0.5,1.8917
655,7x24,2023-03-17 12:09:01+00:00,2028-07-01 00:00:00+00:00,18.1068,0.0374,157.0,0.44,26.5,0.025,23.0,0.51,0.0,25.0,25.0,0.085,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,14.5425,0.11,61.0,0.43,23.5,0.025,12.5,18.225,0.045,395.0,0.07,18.0,0.0,0.45,8.84,0.0425,58.0,0.255,25.0,0.0,0.0,0.25,0.015,140.0,0.15,3.0,0.5,1.8917
656,7x24,2023-03-17 12:09:01+00:00,2028-08-01 00:00:00+00:00,18.1068,0.0374,157.0,0.44,26.5,0.025,23.0,0.51,0.0,25.0,25.0,0.085,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,14.5425,0.11,61.0,0.43,23.5,0.025,12.5,18.225,0.045,395.0,0.07,18.0,0.0,0.45,8.84,0.0425,58.0,0.255,25.0,0.0,0.0,0.25,0.015,140.0,0.15,3.0,0.5,1.8917
657,7x24,2023-03-17 12:09:01+00:00,2028-09-01 00:00:00+00:00,18.1068,0.0374,157.0,0.44,26.5,0.025,23.0,0.51,0.0,25.0,25.0,0.085,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,14.5425,0.11,61.0,0.43,23.5,0.025,12.5,18.225,0.045,395.0,0.07,18.0,0.0,0.45,8.84,0.0425,58.0,0.255,25.0,0.0,0.0,0.25,0.015,140.0,0.15,3.0,0.5,1.8917
658,7x24,2023-03-17 12:09:01+00:00,2028-10-01 00:00:00+00:00,18.1068,0.0374,157.0,0.44,26.5,0.025,23.0,0.51,0.0,25.0,25.0,0.085,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,14.5425,0.11,61.0,0.43,23.5,0.025,12.5,18.225,0.045,395.0,0.07,18.0,0.0,0.45,8.84,0.0425,58.0,0.255,25.0,0.0,0.0,0.25,0.015,140.0,0.15,3.0,0.5,1.8917
659,7x24,2023-03-17 12:09:01+00:00,2028-11-01 00:00:00+00:00,18.1068,0.0374,157.0,0.44,26.5,0.025,23.0,0.51,0.0,25.0,25.0,0.085,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,14.5425,0.11,61.0,0.43,23.5,0.025,12.5,18.225,0.045,395.0,0.07,18.0,0.0,0.45,8.84,0.0425,58.0,0.255,25.0,0.0,0.0,0.25,0.015,140.0,0.15,3.0,0.5,1.8917
660,7x24,2023-03-17 12:09:01+00:00,2028-12-01 00:00:00+00:00,18.1068,0.0374,157.0,0.44,26.5,0.025,23.0,0.51,0.0,25.0,25.0,0.085,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,14.5425,0.11,61.0,0.43,23.5,0.025,12.5,18.225,0.045,395.0,0.07,18.0,0.0,0.45,8.84,0.0425,58.0,0.255,25.0,0.0,0.0,0.25,0.015,140.0,0.15,3.0,0.5,1.8917
661,7x24,2023-03-17 12:09:01+00:00,2029-01-01 00:00:00+00:00,18.1068,0.0374,157.0,0.44,26.5,0.025,23.0,0.51,0.0,25.0,25.0,0.085,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,16.1625,0.125,61.0,0.475,23.5,0.025,12.5,33.1625,0.0475,395.0,0.8,18.0,0.0,0.45,8.84,0.0425,58.0,0.255,25.0,0.0,0.0,0.25,0.015,140.0,0.15,3.0,0.5,1.8917
662,7x24,2023-03-17 12:09:01+00:00,2029-02-01 00:00:00+00:00,18.1068,0.0374,157.0,0.44,26.5,0.025,23.0,0.51,0.0,25.0,25.0,0.085,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,16.1625,0.125,61.0,0.475,23.5,0.025,12.5,32.3075,0.0475,395.0,0.8,18.0,0.0,0.45,8.84,0.0425,58.0,0.255,25.0,0.0,0.0,0.25,0.015,140.0,0.15,3.0,0.5,1.8917
663,7x24,2023-03-17 12:09:01+00:00,2029-03-01 00:00:00+00:00,18.1068,0.0374,157.0,0.44,26.5,0.025,23.0,0.51,0.0,25.0,25.0,0.085,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,16.1625,0.125,61.0,0.475,23.5,0.025,12.5,32.3075,0.0475,395.0,0.8,18.0,0.0,0.45,8.84,0.0425,58.0,0.255,25.0,0.0,0.0,0.25,0.015,140.0,0.15,3.0,0.5,1.8917
664,7x24,2023-03-17 12:09:01+00:00,2029-04-01 00:00:00+00:00,18.1068,0.0374,157.0,0.44,26.5,0.025,23.0,0.51,0.0,25.0,25.0,0.085,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,16.1625,0.125,61.0,0.475,23.5,0.025,12.5,32.3075,0.0475,395.0,0.8,18.0,0.0,0.45,8.84,0.0425,58.0,0.255,25.0,0.0,0.0,0.25,0.015,140.0,0.15,3.0,0.5,1.8917
665,7x24,2023-03-17 12:09:01+00:00,2029-05-01 00:00:00+00:00,18.1068,0.0374,157.0,0.44,26.5,0.025,23.0,0.51,0.0,25.0,25.0,0.085,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,16.1625,0.125,61.0,0.475,23.5,0.025,12.5,32.3075,0.0475,395.0,0.8,18.0,0.0,0.45,8.84,0.0425,58.0,0.255,25.0,0.0,0.0,0.25,0.015,140.0,0.15,3.0,0.5,1.8917
666,7x24,2023-03-17 12:09:01+00:00,2029-06-01 00:00:00+00:00,16.4716,0.0307,138.0,0.44,26.5,0.025,23.0,0.51,0.0,25.0,25.0,0.085,6.0,6.0,4.65625,0.005,30.0,0.08,26.75,0.1,25.0,16.1625,0.125,61.0,0.475,23.5,0.025,12.5,32.3075,0.0475,395.0,0.8,18.0,0.0,0.45,9.11,0.045,58.0,0.26,25.0,0.0,0.0,0.25,0.015,140.0,0.15,3.0,0.5,1.8917
